fwprobs..i..
0.008583690987124463
0.09012875536480687
0.008583690987124463
0.004291845493562232
0.04721030042918455
0
0.02145922746781116
0.004291845493562232
0.08583690987124463
0
0.004291845493562232
0.004291845493562232
0.004291845493562232
0.02145922746781116
0
0.008583690987124463
0.060085836909871244
0.09871244635193133
0
0.004291845493562232
0.09871244635193133
0.03862660944206009
0
0.004291845493562232
0.004291845493562232
0
0.008583690987124463
0.004291845493562232
0
0.004291845493562232
0.02575107296137339
0
0
0.02145922746781116
0
0
0.02145922746781116
0
0.004291845493562232
0
0.008583690987124463
0
0
0
0.012875536480686695
0.008583690987124463
0
0
0
0.004291845493562232
0.004291845493562232
0
0.004291845493562232
0.004291845493562232
0.004291845493562232
0
0
0
0.008583690987124463
0
0
0
0
0.004291845493562232
0
0.030042918454935622
0.004291845493562232
0.004291845493562232
0
0
0
0
0.008583690987124463
0.008583690987124463
0.004291845493562232
0
0
0
0
0
0
0
0
0
0
0
0.004291845493562232
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004291845493562232
0
0.004291845493562232
0.008583690987124463
0
0
0
0
0.012875536480686695
0
0
0
0
0
0.008583690987124463
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.012875536480686695
0
0
0.004291845493562232
0
0
0
0.004291845493562232
0
0
0
0
0
0
0
0
0.017167381974248927
0
0.004291845493562232
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004291845493562232
0
0
0
0
0
0.017167381974248927
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004291845493562232
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004291845493562232
0
0.004291845493562232
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004291845493562232
0
0
0
0
0
0
0
0.012875536480686695
0
0
0
0
0
0
0
0
0
0
0
0.004291845493562232
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004291845493562232
0
0
0
0
0
0
0
0
0
0
0
0.008583690987124463
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004291845493562232
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.004291845493562232
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
