uniq..i..
you
mkay
the
to
i
a
and
is
uh
of
that
your
it
we
in
have
okay
well
this
what
oh
now
just
be
do
about
all
here
on
are
eric
for
know
but
thats
dont
no
get
im
not
its
me
bad
like
so
youre
go
need
out
see
with
can
kids
right
think
boys
gonna
mr
why
school
up
my
was
kyle
will
yeah
at
if
there
he
some
how
were
come
students
time
good
lets
little
one
want
an
as
been
maybe
very
who
did
please
his
man
really
would
from
got
has
back
because
sure
then
they
when
drugs
hes
him
ive
over
had
huh
being
could
make
off
our
stan
take
talk
tell
tooth
counselor
decay
feel
funny
garrison
mean
urinal
cant
down
other
start
yes
hell
hmkay
token
wendy
cartman
going
hey
problem
serious
thing
today
too
two
understand
write
alright
anything
eh
first
last
let
might
nice
say
theres
try
uhkay
youve
any
didnt
else
important
more
or
people
something
actually
alcohol
attention
away
behavior
best
big
class
enough
fine
gay
god
guess
help
intellilink
into
jelly
look
must
never
office
only
pretty
should
whats
young
already
am
better
brother
by
call
detention
everyone
gotta
head
her
hi
life
mackey
marijawana
ms
nurse
parents
problems
quiet
show
stop
supposed
us
wanna
way
wrong
apparently
around
assembly
cause
find
fuckin
great
jimmy
kind
lost
name
penis
principal
probably
said
somebody
sorry
trying
weeks
welcome
where
always
called
clyde
counseling
dental
difficult
doing
dook
even
ever
every
faculty
family
give
hard
home
kay
made
matter
may
mind
most
much
nkay
nobody
park
put
she
shit
shouldnt
somethin
south
teacher
thank
through
uhhh
until
use
war
while
year
yourself
bathroom
bein
believe
boy
care
choir
choksondik
clean
day
debbie
everything
floss
friends
getting
gluten
havent
having
himself
hm
idea
ill
job
keep
long
mbien
mrs
next
paper
pass
past
place
presidente
principals
read
sometimes
son
sounds
special
still
talkin
thanks
their
these
theyre
though
timmy
took
town
tryin
weve
which
able
again
ah
appointment
arent
before
box
bring
broflovski
bus
canadian
children
cool
course
does
doesnt
el
everybody
face
fat
father
fathers
flat
forget
four
friend
fucking
girl
ground
heard
high
hot
isnt
kenny
killed
learn
looks
makes
marsh
means
meteor
mm
mouth
new
novel
open
package
pants
pick
poem
protest
real
reason
responsibility
room
same
says
sex
sexual
sit
six
smell
smoking
student
talking
team
them
things
those
thought
throw
told
trouble
uhh
under
victoria
wait
walk
watch
went
whole
whos
world
yet
youd
